iter	Logloss
5535	0.2053031366
5540	0.2052870736
5545	0.2052690205
5550	0.2052545448
5555	0.2052382212
5560	0.2052264938
5565	0.2052068533
5570	0.2051902691
5575	0.2051743245
5580	0.2051615546
5585	0.2051480977
5590	0.2051315845
5595	0.2051161375
5600	0.2051028701
5605	0.2050865702
5610	0.2050695595
5615	0.2050564106
5620	0.2050392103
5625	0.2050258482
5630	0.2050144998
5635	0.2049982236
5640	0.2049804311
5645	0.2049618804
5650	0.204948542
5655	0.2049325026
5660	0.2049136677
5665	0.2048973204
5670	0.2048852849
5675	0.2048741498
5680	0.2048591529
5685	0.2048389912
5690	0.2048279982
5695	0.2048135226
5700	0.204795043
5705	0.2047760422
5710	0.2047592447
5715	0.2047470198
5720	0.2047313595
5725	0.2047179263
5730	0.2047033559
5735	0.2046926709
5740	0.2046732199
5745	0.2046552616
5750	0.2046342707
5755	0.2046167861
5760	0.2046008416
5765	0.2045893748
5770	0.2045794479
5775	0.2045673414
5780	0.2045549743
5785	0.2045410199
5790	0.204521024
5795	0.2045058613
5800	0.2044883531
5805	0.2044723138
5810	0.2044540474
5815	0.2044425332
5820	0.2044290289
5825	0.2044180359
5830	0.2044062848
5835	0.2043909088
5840	0.2043736139
5845	0.2043608677
5850	0.2043476951
5855	0.2043377682
5860	0.2043191465
5865	0.2042983451
5870	0.2042798892
5875	0.2042691332
5880	0.2042522883
5885	0.2042366518
5890	0.204222721
5895	0.2042104013
5900	0.2041978683
5905	0.2041867806
5910	0.2041699594
5915	0.2041521432
5920	0.2041385915
5925	0.204124258
5930	0.2041084793
5935	0.2040919898
5940	0.2040740552
5945	0.2040592241
5950	0.2040464779
5955	0.2040313863
5960	0.2040147547
5965	0.2040022928
5970	0.2039937638
5975	0.2039827471
5980	0.203965073
5985	0.2039478728
5990	0.2039351977
5995	0.2039234229
6000	0.203911198
6005	0.2038957983
6010	0.2038844736
6015	0.2038635775
6020	0.2038493861
6025	0.2038362135
6030	0.2038223538
6035	0.2038114082
6040	0.2037958427
6045	0.2037821963
6050	0.2037707295
6055	0.2037579359
6060	0.2037451424
6065	0.203729411
6070	0.2037177073
6075	0.203704819
6080	0.203694134
6085	0.2036760572
6090	0.2036622923
6095	0.2036435284
6100	0.2036304268
6105	0.2036184625
6110	0.2035997223
6115	0.2035846069
6120	0.2035697285
6125	0.2035540446
6130	0.2035413695
6135	0.2035295236
6140	0.2035093145
6145	0.2034985111
6150	0.2034804342
6155	0.2034678302
6160	0.203450322
6165	0.2034338562
6170	0.203421963
6175	0.2034052603
6180	0.2033896948
6185	0.2033753613
6190	0.2033604828
6195	0.203346173
6200	0.2033353222
6205	0.2033230735
6210	0.2033117726
6215	0.2032979129
6220	0.2032809733
6225	0.2032666634
6230	0.2032471888
6235	0.2032315049
6240	0.2032194694
6245	0.2032091398
6250	0.203196749
6255	0.2031838133
6260	0.2031675608
6265	0.2031539143
6270	0.2031385857
6275	0.2031253894
6280	0.203108663
6285	0.2030949692
6290	0.203078764
6295	0.2030654493
6300	0.2030467802
6305	0.2030326599
6310	0.2030159809
6315	0.2030017184
6320	0.2029873375
6325	0.2029690712
6330	0.2029557801
6335	0.2029412807
6340	0.2029230144
6345	0.2029059326
6350	0.2028930206
6355	0.2028803218
6360	0.202859781
6365	0.2028451158
6370	0.2028283894
6375	0.2028168516
6380	0.2028041291
6385	0.2027940838
6390	0.2027814561
6395	0.2027704631
6400	0.2027576932
6405	0.2027425068
6410	0.202726349
6415	0.202712205
6420	0.2026966395
6425	0.2026823771
6430	0.2026660535
6435	0.2026464604
6440	0.202631037
6445	0.2026200204
6450	0.2026055447
6455	0.2025913059
6460	0.2025783228
6465	0.202566856
6470	0.2025553181
6475	0.2025438276
6480	0.202529968
6485	0.2025159424
6490	0.2025012772
6495	0.2024894076
6500	0.2024746951
6505	0.202461096
6510	0.2024447724
6515	0.2024294675
6520	0.2024195643
6525	0.2024034302
6530	0.2023876989
6535	0.2023748343
6540	0.2023580842
6545	0.2023454091
6550	0.2023320706
6555	0.2023181162
6560	0.2023022664
6565	0.2022862507
6570	0.2022695481
6575	0.2022554041
6580	0.202240194
6585	0.2022224014
6590	0.2022044194
6595	0.2021926209
6600	0.2021790929
6605	0.2021670575
6610	0.2021573675
6615	0.2021444081
6620	0.2021292217
6625	0.2021160491
6630	0.2021026159
6635	0.2020888036
6640	0.202080085
6645	0.2020673151
6650	0.2020540951
6655	0.2020413253
6660	0.2020291003
6665	0.202013748
6670	0.2020064747
6675	0.2019941076
6680	0.2019804611
6685	0.2019711266
6690	0.2019592333
6695	0.2019439284
6700	0.2019281497
6705	0.2019196207
6710	0.201906448
6715	0.20189446
6720	0.2018794394
6725	0.2018647268
6730	0.2018520517
6735	0.2018385711
6740	0.2018247114
6745	0.201811752
6750	0.2017955706
6755	0.2017849567
6760	0.201769557
6765	0.2017541811
6770	0.2017422404
6775	0.2017260589
6780	0.2017108962
6785	0.2016981737
6790	0.2016868727
6795	0.2016724918
6800	0.2016610487
6805	0.2016522591
6810	0.2016352247
6815	0.2016222416
6820	0.2016084767
6825	0.2015990237
6830	0.2015822736
6835	0.201564102
6840	0.2015456698
6845	0.2015319997
6850	0.2015201775
6855	0.2015030246
6860	0.2014885253
6865	0.2014783378
6870	0.2014639332
6875	0.201451803
6880	0.2014383698
6885	0.2014263581
6890	0.2014107215
6895	0.2013939714
6900	0.2013790456
6905	0.2013654702
6910	0.2013531742
6915	0.2013407123
6920	0.2013251705
6925	0.2013132062
6930	0.2013012182
6935	0.2012901067
6940	0.2012789005
6945	0.2012678838
6950	0.2012581939
6955	0.2012453767
6960	0.2012354498
6965	0.2012198133
6970	0.201204461
6975	0.2011888718
6980	0.2011705344
6985	0.2011577645
6990	0.2011431704
6995	0.2011287895
7000	0.2011134846
7005	0.2010958105
7010	0.2010820693
7015	0.2010649165
7020	0.2010489482
7025	0.2010347332
7030	0.201023527
7035	0.201009691
7040	0.2009972528
7045	0.2009838669
7050	0.2009670458
7055	0.2009552947
7060	0.2009431645
7065	0.2009321478
7070	0.2009198518
7075	0.2009078401
7080	0.2008978421
7085	0.200886091
7090	0.2008750744
7095	0.2008610014
7100	0.2008529936
7105	0.200840129
7110	0.2008289939
7115	0.200813381
7120	0.2007968441
7125	0.2007850693
7130	0.2007706884
7135	0.2007565208
7140	0.2007443669
7145	0.2007314312
7150	0.200718377
